name,cuisine,latitude,longitude,city,rating,image,categories
Mahaveer Rabri Bhandar,North Indian,26.911600,75.819600,Jaipur,4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdfG2UugvYgaAS77Vs8M1V3KdUNBxhEIe9gr1gFaeRxaT5iDChH9-UjEoPd3HUuUnPWb9IrkXP7KzHfDcEyCUz7gccDCSpWmid16dM2JBv5jSGfTp3cKVBiFuAL_PjzBL6uEJe7HUjZ5kjcBiaVLzjc9WLzxy1dgsiGIi08hPfzqhXLrhiJ243UZIB2apaI0f7Yh0wFmMXvGPSYanC1zzjKjGXW4sYDWwuG73LylF74b2T4kGSoH-Alsk85STQV9giLoT_QSzMNe7CYl8REQXK87uvLbeuDwlkTAytLAfOkQYo7rRX024Kieo7TvSrdgFhitgYWcFA5r-UOr5hbvoDfs3h-w5IM_72YKkM_sbI83SxcKdU960Q6peDoBK1eci3UKvefkY-pN0sJitAWlqJy-kmkkMiVo9oksI5YRexgvTxUU2iTNTPPYvqR51Vtb8ra9b_7RO5oRoh8a15VBj2uHzCS6lWSZ9J4qbSrMokcghUxe4llifgIgIvtJx9ysOhu8jzRkVnusNTNasH8QIptoeLFMTTVzwqBvQXXEdxpEr5nLyMhEp6ZEOoYjjGqSbbtMk4t&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
Bhagat Chat Corner,Street Food,26.912300,75.818700,Jaipur,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpegzeVUcbhtb12fkJGpYXnIuZmmeksH4LVxZ5l5RjDI-_B3fMLV3Nd4-uTLEiQyA8uFPPgrdWZ4p7BGxVAZIkqyKV9IDCLZoDpUKblOYHG3icWElDdyWhHskQsT_LdkSoNEz2xIAdyFGwqgEI4rtGzo7tOP5e8kwrw5WagExKrbqKlvWxaapoh9p-Don8T4xcjPLTne6Z7YIbPxC9VtfdH175aQgwZTHuBl9huJzMjlEilPtNaVoZdSmToTluolNNNa-wZ2s7c4AYEmJyzPUHk_ZXtXkiO6cWGq_lh76NrS9fUPyMvGtOHwilbMqN__I1zH3oXVVjIWiyhhEQ6V0D-X1ZGUlby745W0oZ9ILFnJxcwgVsGzA9djGrmR0cjMne5l09rzCceJ5xDLnTjlsMZJcNbbH8lfaR3UjyZjgL8KmRbdM7sJKtXJtCdCXUV2sAJYk9ydTcz-8ejpVLn5AHEvUSgmylWqRjAQNNByrvTHFWGmhfXSjC65Lupi5pes9WVrp50DD0a-Xvtr_RTlpTY-mgYLAgZZxeewQ5KK59R1BjUrGYQsbDzWiRiOcyu9o9bBJ2Hf&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Jaipur Tandoori Express,North Indian,26.913900,75.823200,Jaipur,4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfHFRKk27w9ZaDjCuEW9I3Mf0cUQjWBOFcZdmYm8Z-JV5hwLBWrljjJ8B3L5mYdOGrcp7cjeyOC1dNRqqL-ZJcAj5QXKPMkOOX0fdFD1-qRXTTKmCS-ZX_6vfDbK7hU3uddGSgZEsPp7xSD1E9ORleHILt9c1h5GK8WCH9vVc38v_n1AIXVb5kN7UTFB7BMbFUpbO1Mw8cbY3ziUH2KoUrCEncBKtedwAf2B-25n-suIgM4KSgRLYiZWEN83k6HovpwXPAIrpHKHQ6aU58-SSIJWYhzp0bcZ1lXdlrBPRVq0FLCmyE-8PqJb700CwOpum7RMeVPUizmArKjin64PqX0WSPxTnGh9GuIB6cacdCQNZcD4EkJU3AzNOfcp-ZscTBD6QRJT_2Qm85R402HDm5KcllC32V5E_9wjQ2Ymj4onnTpqCPgykTZNt_oBBgpmt1dQOHbSHSi2HGBVsLhBS834c5ZX5b95zdW5CP68N8ykoKBz7ixNZ51DQbz7enpezHk6Q3-nhG0YDWOvsQOHmxCJR8hJmZ79SCbxp6Gx9L23zaOxE51uM5ylAwTR1cjg5PQdam8&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
Kulhad Chai Wala,Street Food,26.910400,75.821300,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdHwhKqD_fdT7PznHw6PiIMOgH6meffqj2hkT1u-RErgOQ3ipsITK5UTLlqnXNMqQBnnVqgQBz_fysj3Dm0DpaAPheX8HWO_5e4thEiv37M9dDlMU44pcr1Z-ZbAPmGWXnrfr4u6hWIP7TtWS14_3oadvpwKBAzRwHnD_euTUiaPv-W1WzeAASaM8-DQkth1Bsm86IbkREHfRHDWQxhPaMNl9oFUTpXWQdO_SNCN-Z72d6CQRPI4HbGWn81lopSFM7vGHx13pGoltMaBdBJI3Gu-4ngSOyitGIr_37LPPKhGeFjC7P3X3KTZvP3lLZ_ECyg7Wfjxoeq2exwofQvFCgL-iBtXZU8W-H8bpFudwdMWwqs98WQsG3Ww8Fdx-f03aK00_38SpStiQ6dyXAnS0u5vFloiBQM9sTxnzhW1C-Tjct91ZzyJJkUXffBABlXy9GWGvsQ1ZOMyR79gsUTvJh0Rr7rs6iOOyPV4Ccc8t_qzILruwoNHWf0rH-vx3iYe4d01n_VTAUuAnUzycwE5k4fzTap5Enqx5bj4Xn06ZzWtdcGFBtkdpdTSvwq-jEK1Dp5y2HJ&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Desi Tandoori Nights,North Indian,26.912800,75.824100,Jaipur,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcCM26xlzHgHWT-qdb4Q1l_BJJVc8vpavpLS7AyRFAji-BskaA4Oqv0SrXHv5XmIlFVjs0LoAyUhDqy27erubDq7iyqi-ooJIGz_RezLliHF00365cC4Me7if6oD6pkJ5yybsEABrrNQJBcLhxK0GBjixKxk9N7xfTikuKX-G328xdZpB_lssXkiUlqO3YmjJEe3nFgOkRNCw72j0fKGSj-w-qZmulT5jmYW-rPoI1nCKfD3NTiPEoga3YRFk6BfFr3tUcCEwQrQcBrDBNoyIK5bCobTWven5kc3N0gUBgTHEhXXcUc_vMVP0Nf6bLpbWmy9av0vuLmJWq_hIPqX7Ih0T0GfCKOiJdWDJPFwdkCBYhwAWVOY6DwBkvdpPXOvXShEvOtoBx-3wwAdI1x5JwaAqWnTZVv_v1NIVf7YL9898CllnAidcGDjkBF4nuVeeWBtq-V8R9X2q7SFMdktunSAV7HdnP-vSr-FfPqLMIxaRy26duIyEy_lEX1lCeJDxGjq_kmzPaFnHO3-JjXC9MimcCEOHhs7rULqPZfF1nhiu8N9Y3TQulLz-Tq_40pX0rkQ5T9JMiCqw&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
Surya Momo Point,Momo,26.891234,75.842345,Jaipur,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdTiegfM9zfrYU7_JQQ1n7_lj3shr1d-H1FQfIGPguL4dxznhcCaA-hRMh1L-JLAZK4b0BL0Sj2bP9bMJU1WQxCemfwnCtveFlkTD6aUD3YNgtt9Z5SuW-WriBT9gWyeUMsaayquAQGUUai-sacARkco9Gsw3mP-6AIKYHGxBEiuo0herUx1z0_MRBP1zcRJWfvg_QRPS2Zq3kEpKIw0HmmVHltVA518YdloNYIEIvFTMYSvth1Srasw6TdgBbUu-tV6FmH1BK8fL7RwRhHhLnmhmGR5JETIMHlixAFsOxmDfxzcXsfXp4nl2PnTUKvODxy0WD1kbE_UOxiNEZ46hdgO6emYXHR3t9Mu97HKWXN0W7tLLYAQ3V-fRLbXxLqKJ3binu4_RLSEgIq-oj2rv2geffMy0voYHgjEvreKOCAiwWY2uSUI3S5wzZZ9M2zQ1TQZkth-fNyeOmiYBH7IoAIY96JUcC4jlWcuYDnIHNICpnDRjXXLYr9guCkHOUkxm7kRpmUWiNXn2eXkpy1qPeN0AUls63bLZ8AHqpHPN-Pa_Palihc8u6xLkw3TXM0o6prNeysaC6A24fzFr5DQBwKdfY&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Momo
Bhawani Biryani,Biryani,26.889654,75.831234,Jaipur,4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcTkMV4V4BUeaVJg4udtZ-8D0OdvTD1ajnBDYGCm9ecndcqTnzVP1JFPA_Fcbbe4Nv42bm0YbrOKy8oQc4QrVWujAfCNUwFnUJeMmiGeTnA4OSR3ZrnM-mlpfIpHjbMaoFzKTrW_wT5XlGl80DgCU_Fi5QkMO8PJ8cVVLh-pcgEfqinXuzWqc8dpHr6Cx-PC0_W1OZegkixeO95WjA-jpd1NNRJv4GsV-YRxWRWo9yytNjMujJk5skgZHfDC6wW5cOqPYjalW6M2wB6vJoAv-RiESMdmqeJldYoo6MRHlLpRHq7Cxb1adcJmS7IzXozHHhVQCzqmP9H2o1QFs_mUVd475HD4aeGRCo9j8-naKKaENot5e1dk5AFf5iGwxnVmf8fX4Auk0MmUbB95QUR8fkpa0crFBZ5_x5BExb7VZAI2CWFafN6lA58gWy44PEBiHrfaMc-friHEwgUNPK85qkO4oSrUJUnHn7gE-ALpmKBYUvBQHXHQEMTIy87WSrRWBPs2Akr_tbPYbYRYp35DQ96PIxc6VfE1QHsNqoefXoHxN9H0fUVSRQF0pF_p14Sg1eH2NlQ&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Biryani
Chatori Gali,Street Food,26.892134,75.845231,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdbz-5BvpYvicCS5bziEVMg6OkJq6nGHt8-4LpCHRtFkbt-V-RTOwQC-m5Ky2oNkzzZWQHp3zyAnPSVGPlbxwBFo6egyJE1aSX72VvNQ3Dc1s_dJAX-ujboqcI-iUybJ8EN74XnF23NHC1saQNt5SlTUCAlFZSNzlUP8-r97Jy1sDBga0UIJxTSpLcfyTRI_cy-mMDjRbrGJBuWzWrcAbD0YLtLOw0DJdRn-hoymhKVhzd4cLAdCSqH-q8NoL2CEiczuN8aai7mSKj7InQtUCn_HzlKk8RDOc1Zgq9irHZQOudMUrCBlAOf8mrifxZgUqeqZyULhvwwjvD2Y54mQ4yyuczdcxYJtmwrQNOYOGe6Vx9TH5FOm65KEzP5gCo3Wcp8yzF79T3GWVl_ufYW8uIwmI_uzuogO76Q40wqnD2-Qp7GMIXh4QbG4lMTCmsSimEL0eiTm1PNgUhZrO3CG7SpIKMQdGWdFPn_vHsSTMyxEwPOyFdRk5i2cQJmzfs9R20MidbWfNzgJ-bId8xhTKNKnZKw26i-8PYSkLJ5Y1FH_WqyFMrFhJlRntO0Px3VT-T7sw&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Khandelwal Tandoori Hut,North Indian,26.891876,75.837456,Jaipur,4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpce1GQypD9ATXUJJ-_8fdW1bcMMGtlQTOysrNDC8wiLYDOkxwNTXm4kw4393hNVmTcEn7POhRBb8D8nvxOTgApy-FxRIjLa1CITUMPB4lyHNikIL-JC34lbZ4t8LH4JW5fQIySIz4Kh42Nio-9YzKAWnIf9Yf14HIcXgI6Mmp-lYq004ywPCcEOwgBnPBuVGwtWKsvkynaX4Rlz503Pgl8lYAOBsWpaaiPhDhMFHOWLsyuxZGh6OtRXbpPMCbial7TBogT6P62iETk_2EDU1WGdwsA1fQkza0VV0Javdiay5uBlwE4&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
Bombay Pav Bhaji Centre,Pav Bhaji,26.893123,75.826789,Jaipur,4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfn3wVvpdBfz5n7sP_xCgJMH0kIiyCTpO6P464W8kCXZwYoVOmwyWlMhAK0h1X34yqkR_zxFdonvdHDUs0A1T6mdVWOdhi0PMBhPE-U3cIi9cQoy1YhbonOD1IEEayvUTMbA5YjP6A9jvwvnlfEUIugzDTHAbXqsqTdvtuvchBOCNo-rn448GjTBGS8OyoDBmrnixoq20bLzWzGNXf46SolQCdJ4YN0EWXyGm00bezRYfxLEV1BV-RnZV3oR0XnhcRZrD3hlPurGAhQrRxJzGrA5HTA38XSaj7YzjmnlcreVkNV95OIltlGQXHAFhr3ey7I3PdY-quS_-v0DW1-J9JO0WGDiPCRjMdsSnhB6U4mzwmUtUu5zs2ye6Q6-Esvf1lt4e9kGqhoG34P6p04H9wQBlorBtV4WnafqWcE-oi11iu2gL0p3sX6Q4yZf1bsUBGGE1SklQsH4xgPTJP2C638ou4VLIIykaktSD2U3Ko-LfOndqV3fO90Bp__FENWJVakomRBGDqM-wNJJziFKvmwjRauMKyLSVNi9TQSHHrEQHdcnWrN89DM__QxjaGzEupECYjohtvYUw&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Pav Bhaji
Jaipur Roll Express,Street Food,26.894876,75.812345,Jaipur,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdaLSkNlvzy6jqhIZPblQ3Jyd6M_qxKegQaUhCEPxmE-puPnRAxbCGMbxdnwLrAFbgP6wE0UmlMNEpQZk55wqiDiQV4wm_fPz43BhfmHXQSFCVPWMpiTfqxymcKnit8m6az5OpuH8P1FKLtMkjdTRzALOXMvCLbgkBGq2hYe7MHKwkbN8wuBrpXdQcv9SQZ-5cLTu3-A3p88dkyc7J7iurC6LVuN9DYiiuG9K_YrBDyY3eddUxG-SZ5C6PhJrGP7p_7rkA1pmzfJbdwqV722MEVNdW62QWB6XR_cuckq6dKz85G8qrAOo0cFZREmFVciPQa8IoNm-BfbAE8_VsgN1TkzX1sbdsBjqjv9y5T3O58xSwQ-z8NN3rJ2Fld6_CqFkP0RN2Er1GEf8YcoKkLuN_KxPjxBwlb56KzWRwzaHB3CPo1oEkhoqgAg3zO027AyV86AkPQ4X_Tf-dv-pcSRzxAWbhZeqJkp0weDGnStlDxBz534GTpr8KUP-MARbhY0Ef3DQGuarGAr83_hic7h1KwsNxYOgbHcR0XN3t7vYPHzGF1tQ4E39IDCqY4kVybfQrNrBQs&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Desi Chinese Bhukkad,Noodles,26.891001,75.834567,Jaipur,4.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfiA4B3Jq3EoDHULjpYPMLlQ2gNFvFj4FMCR7Tyv_FS9MuuQ2NuLx7it_DsoJuuhbBsOHmKxAeGy0hdud_Qb1mQVkUf_u3kbyag-xHK0NQDT8AuQyL_1UwNsrmAdtofrbwrlFnfZzzjkb5PcV4YDDA_4YndWjpjpg-8QkFXFfsvKnKqoEPFgFeJEn0kb00BQy1OkEzUs7udwcrTa3caIM1YEZw16BU6mjJsQ4MT2t-2o3DQTTj_P_MquXMNQSf8USpLQhfDJ_-BpklceVfjftTLNY6oKo_IYfJdcaghDgZoCJujLqk&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Noodles
Rajwadi Paratha House,Paratha,26.888765,75.821345,Jaipur,4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdKM6tDWKP4kB0ILx7irSBs8MF6F5NPE01bXAnxoApx4O1Q9XdUSAF5_2qXYWyDum_HK4PtMHcCtBQKPsgeEL_tUbLfV-H2sx0Pka_vfm6B0u0nSgWzkH3WXU5Mo699M2p4yT3Awbj4scPf1WU2pcXrwYmncMTpnkCFwEMmeKiCpRlCkSAj84EOTYBXGrlG769hnqTH-4MQG7gXlfSGtJKuC4zkgr8UW_rJUnzlB2WRrrbcwcTgbMkBnF0lyHwiukS0aG5pm12UE5FNeM6kJU9Fgp-seZ615OjRCv_ftlDVT0uSUoLPYScO3QewnitgMzGTgtYsy4Pa85oJGsqW6IRKJXysWrSBaJ-mBwfdLEFp3Crp4c0y-j6S0j02I6dhSzKUeAPoa1hgpC1XXu3I6WZs6aYKNdaNJfldH_wUwu3mZ5MC1WikdJ_HV9mdvxD9ekwZlVLXRTaBOxoX9tRPPZDR9xYNfWW59f4VE8OhuRaROTDaO02T5_BR97BNYJ7hOQoZrcsnMNT-okE0b-Ovw3zexpIwnaRlfsEc4ZIlKTt0Sz-BJm3PQwUhxq2z5eLaPOqanpew&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Paratha
Baba Chat Bhandar,Street Food,26.892345,75.836543,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeSGnr4pqOi4anbcj3OWVNnPEJlv_Ew4ov7EV-uHGjP_P9WbK6PxKB3bu00ylhYQMlWbSKs-crBQ1oy0OUwzaEXderTtYvkTo248S5bMsnCybAkOsmx_U6CVh6JpoKUcvLJSOcNxqmkI1BKuFudiGMWmwtI9gbVbM7s3nFB33q57JUVR8OSJLP2jyh3fT7PZ01UTb6jNe-NGWP4PCypIlHd078bpe1QTeG0tyXviB5n_PRcFdebjBP8cFQhkwT2LvTS_sNyxyki7VHJBbMc2wxg8jCg7NHNcfA1qwMPj-IlU0qcT-mN0fnwgtWdZoUL3Z8b28Tq4fjI5_uCwZRLjC1UZctiYPIqm_enCgzF1eTR7L9vUZ7rFeCjtXfEgpDd980vfYxqcxIbWzA0cLyzmjpABWggj78h_fQdjHOfWzJd2CtQOXgNexQ-lkD16HSPychmqVTONxMXnNS9SfS4_kaH72qkApdFMB798iCFEjxK8ML2iJRRVp7mn34OpHPhoRQ2EKEE-V-3AnKU0ii_giYCjCaopZcsGKvijU9CIjlbKkHc0nDceHqdRnJdQ2JBudp2AW7i&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Apna Tandoor,North Indian,26.890123,75.829876,Jaipur,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcIhj2BQ9JlCASPAwhZ_TiUIG_pDiFqc2W2Jj4HWE6hAxZ3Bm_mLfg8-BAAYNJeWoiNjAm3PSgEzBIEf93zzY9rNwCMVSl-zMAAiVExRPvbHLTFqcjdQ6QmJjfAyg9zlA2Scpvy2VMRQkDJPeGeZeqc4tV2HVKzwi0nsANdLclkS4xyiHus_462Sx3fXC8uvS1sp6VrmStnYu2RkSiTOVcgWl8Vbx4DTWbxOg3ZXWslpkOwdWiLvOLJaJlH5kkHpQ8kPrBnAV3m_gP0X3KBkcq3r3Yis54Fyzvex8D2dbsJ0f-IaErEEw4ZMXlbqoQUuFA_kDWObWnhoYbyCtzBYSiSvjQXlybcMGignm9XdfWZJVVTP2SbPZY0NdAuKp57aGWk9_TPnO8dnm0Cj5PRSGrjmAM-H8MGz9sx0qZ-w5l3gJu-N_huZWYBoDnZkcXvtrKhQW1aLmJwO91c8Qt5vzgN54wsyqDKZ5xOOcQbJlFh3Y-jhnsKtCeEB9G_Nd8mGDDOszRTMrw078UJYQJ6r2k03u9_Y-j-uD4YUQ6zpC9ToFtFj6ymzfRRD0Jpprg_QeWY6Q&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
Kesar Kulfi & Snacks,Street Food,26.891789,75.830456,Jaipur,4.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfp-3EG1WFhIHXsfgeHXQnVKz_L9q696TpZBtY8Nr38laV7kTozaYT6pSuOqxQ18DwGLHCfA8Sf_0VNPNSRcw84ofjfRmbRdlacLLQ0wc_MvJWoEMcuTYTvMf_yQ3m-JFPcl3GAChXcg_Q27lKW9EniVFsjajZ39jcAf9UjlXXPap_Lxig8zpeidbY2Vv2TQtR8Lx8qx9fYA7wJXXM8BVV1YKoEBy5iglbhKONtAr2ZuCb3EG1-3Iv4D7TqmC-4jLYOv7gTRVFagkn1Wp3bpFxxiZLDdxwL5cfIlmrywp4ZKVIEv1E&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Other
Shree Food Junction,North Indian,26.889012,75.841321,Jaipur,4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdZ04igtAU8izowZsfxG007RFy-R55eyiu7woIy4y6B2xDdq2zjMQA7PK7-BAiV-NqORpN7QM3SFeGz18vKsIea0TfLC4IhDebkg3wpRQAfKgSGSPVk6SJHkNfC74KY4zHY0RTyXrDdgmejFaMBYzApUM0uLvfjbqKHBcn7omGoHb7HdkP-GrBkovOfgYJKXZNIAUSGyT1CjapgWJViIuo3JAgX0nY_ljppNveQJSCXCa0QoNLY1vfiASHv9tfNwiD1-ZrD-TBZpsSlbVkzPuZXfvYg_GtGS6c8YdBqsw7NsKkqTLc&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
Chilli Pizza Zone,Pizza,26.893432,75.837210,Jaipur,4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcMpge7SYkvZhTpVNgcsOmEaU49yqlcklX7pKcVU1E2RucmnktaHRexGPpA9zomANagqmNhlZPXLgnpr5-l2zB4zotUcSP_Dl2ZL_-dW7TBIpKMDqwkF9UmChQA_vYMIwcoZ5dNvEW-52Bn_mq4jkWmELoDM_4sjcjcIrffCwsbhYWtuL6NUK7ooTRWBLChywq5xaD1IXOSkKq9TMLyuYPMdiwDKt-P1Gl2CBxXouxrHVdakdkRB-51hE2HD32_sXkRQow6GvD-zMq0kQNtReq9EE4irK_NDXfzrvnY7mauj4BtHZiajbhebayTjBfEVJJ8N3Zov9n1UAEI_uO63r0xjeVgEQUBRD3ziitouIHhpbZP7iQxYHwiMF0R_agLG19vQBLtW05MYZL0xaAc4VFj6g3hJArM4ZbBRY8f9hThX_aICOXRC3dRbgHWSMeTQwi28qHxcCmoQXMmeDLAI0KciQ_Lza4f5gXhjrB9Ug5F0a97GB3_pDAicXw2e7ZD9WTDGFi9AD7tAyjRgi294AQoLC702Lq7yLaqbODjTvf_5VIOqItVDlxdK68Ee1y4cK4HEZuw&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Pizza
Rajasthan Noodles House,Noodles,26.892145,75.834100,Jaipur,4.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcg-lJE8j3QNmopyliSK29Q9eaknIT5yckjtoOu_T8ph2LhJ04cxIunmBCGWhrIa6ojFl8Bc1g2TdNj1FzX-vxJyCF7erX-FFXSDpr7j4MP1lBXuz1rILPBBWo52s7-xU4opgbbYPEtL6odk5WjiIP3Rh774QHPpI4gHJVFqMDuXSuqm12BC8jv42WqpEdHjCyJM4MmJt3I8hHzcV-g0n-sodHwxDSrm_1GtZljsBrCwHdenypK2Xpc75RN6n71m6fsA1wAC2bZYmMnFEV9uZKUaAlbcdqA_IalylL2jAn5cp1d5_1DPtdkB6W57bQOR6f0ZTKuOWAt0trV3O6yEB5NK1ohaIY4denAO-Cd1DXhLjsD3Jvmx41gqgooymoijJUKQSc9exjE1CIxqzs2VO20k1-P9F4CsLTXxq6fLJRxo5Gu9Tpk3AdFG3EM24mviHLVUdu1COb2Fha1NxLT7n3vNX8h7GRu0T2weQKYGMCJyFtd2niC7tAgOzOkiYnH_WTFFvFmMF3Afms_9CXTJtpEMB0Ia2t4cPpVfdH7o6QB95OVv5lIl_4wWQ1bwMYvEuPREn4k0qNyyA&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Noodles
Delhi Chole Corner,Chole Bhature,26.891213,75.832300,Jaipur,4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdtT8jyFAe015JtaufuwnyJGPqZEB8MzTEUb-Vp346tfVHSowB9BOWM4xoVB1TqP76T1TMtxmiHWdsEaaHkTmG98Q4_aEEcLyjP6yAEBLnlvvedELTCvrGytzzM3-sg8u7_VrzSxY9phRbJHVP4Z7MWKd74incKYpqO8EMoRyklkNOo96OqHHyyc71d8craCEkPfhWSjknkwZESMNqHdXBNV-XMfma412mZk6t8oself62lMa7LQQlGrNvEe7BBKs4fog9Pqw2oZAvKkVX7U_JYbBO5zzaqVUZIujYfsM1pZ_sscYHSPgFg8SAyWH7pWksAtQLnGnweRgfh3-xU-SZzGT_8ITOZro03M-U47YKK5EE6butUtvGyWnIX3fdt5uCP5Msa38y1az0sV1FlK6r81tAaRLuv6i9yGPFihQWjfTAX_I6HkJFiX8FsDYIYRTpFkvzApLvovfLAdyBo_5HLRlb8A61uS_PQmFs2mzwh18O3g6EVF0h70oOu5j3EbJx850_Isy77rvHChU82p9oO1GelbkbefEgJynzXjZSwxllE5_hNJLJ4-AuYiCfyiFy5Ks79LTpfDfaNl5sFpPVvxJLMQg&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Chole Bhature
Mama Maggi Center,Noodles,26.889843,75.826400,Jaipur,4.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcblvXtBuRbGXRTxc-B3pPm8bX4whPdHPSw9BaMyo79OeHMUFIqM694qfNVexP_s0AbngFEuWg-zDx7ntntU8ByF5IJ0pR6nUWkAtPE2Qk_8B05qBVTFIloWKlqxJaNK_f2XObwWPakBvJNTmsKkSURau87z4UE9I6Me8w2KJzbNQUBfuH5J2j2tB92XG2Y4FFxa2vho8uNJ5r64NHDcNBNVHURw31xsR7wBLtoQ755oD6D7JY9B1UGV8Uy99TqH_E8NjevDh6PCfLKYIG2f1XlJqY4qCa7Iuxq-mNr0Cb3HOztBiZiQbNdS6XxjpB0J9fVwdUYuWyxPtYAd78HoJXGf3uugpWnFYoGIjH8JVLSAhflYqKf_yvZt0qdaFmSuM3xBXLUkds2dYcVRpjMsCYCMmrlELvg8A6pHAbldrMkUmOAt-w2TJaBtZadyryumJW5e88YU5zO4cqe0g1_RWbljLaTQh684s5rCHdfOkVeVHeXzVnQ99liMd_6lSNJcT8TPvlIx2BK0Szz-XvwpoJtVIdca5MOMLov2_e5tfT02Ixxt-PigomJbYjmrgGtjQJ2mOlK&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,Noodles
Tandoori Treats,North Indian,26.888965,75.838300,Jaipur,4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdFbGcJmpsqbRhfkansbfjVS06TjZndmZTeGzHyh3lj05LSFQLcpuy5OzmWNjAV8j5qKD2Abs8cEDRYPcc-iddj9ALaO1UYJ0jn8DSjVtqUuqaM-l17nScyOC5-2I1Qu2x66kWW6zVFQGWXO_AmEFSltsAGccbuXHQ3BLadfnXrj6v5xu5BI4UiRGtWz4l9FrxbRsbz3FcWy-HSbPPTZ1iMfQhwG-20r3gygC9ZmAlRRXOShn_XgK_EADXPKv52WXveFjmEedb82JJv_VsjPMamTxX_MlmBlGBi_HdZ8Sr39HX3qMe10kRtcMYwQD_xg2oJx9yTv0los2l9imuMQvmm0LN58lV_tRyf_qkrMCtxds8G71vx4x3st8W-XNjv1W2Yzef45KhnkogGdUt-IIdr6htHb_-iNxRaw_pivnSeMv5NpT31Csi1QSDqauf29knEIH_q0gJ8USrzm3R6JI1kNp6wBPkeiVKBg6NUGKpl0Hnm8VXhhhaX2Fms7xbEZmOTrnukPDXf-cUSrgF5pkTQHav9pE2f-ume-jDB9pJe3XAPY2dT0ObiqhR-5CtrMWGMLdcHiEM7nw&key=AIzaSyAN1Y6DgLtlU24YTlp77O2gR_Lw4xiC03w,North Indian
